N,P,K,temperature,humidity,ph,rainfall,label
105.97,70.66,47.33,16.42,76.34,6.59,135.97,ivy_gourd
127.88,67.4,52.04,25.28,74.09,5.69,103.81,ivy_gourd
127.63,40.52,60.73,20.6,66.97,6.18,140.19,pointed_gourd
77.17,46.18,48.84,17.83,81.4,6.73,131.46,pointed_gourd
106.8,61.28,62.04,26.34,53.99,6.42,48.4,pointed_gourd
127.32,76.94,59.18,19.67,62.69,7.13,137.87,pointed_gourd
111.84,70.54,53.68,25.65,51.01,7.13,64.46,pointed_gourd
129.98,45.69,49.06,16.88,54.56,5.66,115.99,spine_gourd
124.88,43.11,70.99,26.36,51.49,5.72,127.24,spine_gourd
105.94,42.37,44.76,18.8,52.32,6.84,123.0,spine_gourd
124.77,76.8,48.22,28.52,56.47,6.2,49.99,spine_gourd
129.21,77.67,77.95,20.22,55.62,6.5,120.14,spine_gourd
29.67,42.81,23.96,25.78,40.42,6.33,47.24,cluster_bean
31.27,56.07,41.49,29.74,42.96,6.32,75.38,cluster_bean
48.31,34.66,43.58,24.4,68.73,6.27,61.93,cluster_bean
35.18,28.57,29.1,21.13,69.54,6.19,39.93,cluster_bean
25.44,50.49,48.19,25.57,41.22,6.49,40.42,cluster_bean
31.34,44.02,32.48,29.76,53.32,6.83,56.15,broad_bean
54.21,27.55,22.78,28.41,54.27,7.02,46.14,broad_bean
59.95,39.67,24.21,24.38,59.76,6.13,42.9,broad_bean
36.02,43.62,24.07,29.25,69.34,6.1,117.77,broad_bean
33.55,43.8,59.63,21.23,65.14,7.09,55.07,broad_bean
48.54,43.28,30.92,27.89,59.31,6.6,72.82,yardlong_bean
44.13,36.18,39.38,22.79,63.04,6.16,52.56,yardlong_bean
39.89,45.13,25.38,21.0,41.59,6.1,91.03,yardlong_bean
58.88,35.31,47.17,21.53,58.66,6.14,36.89,yardlong_bean
50.06,50.7,51.71,22.02,59.86,6.74,53.55,yardlong_bean
33.74,54.39,41.86,29.53,40.95,6.65,112.34,fava_bean
35.35,32.58,35.05,24.6,40.99,6.83,107.43,fava_bean
32.12,48.24,39.66,21.34,61.47,6.73,39.84,fava_bean
47.0,46.4,47.41,25.72,54.28,7.28,75.6,fava_bean
35.66,39.79,58.83,26.17,50.58,7.47,58.84,fava_bean
21.13,21.8,53.48,23.49,62.26,6.04,110.22,lima_bean
33.65,23.89,33.81,23.57,50.54,6.99,52.29,lima_bean
45.92,43.7,56.42,20.66,49.15,6.51,31.77,lima_bean
33.04,38.44,54.53,25.68,67.04,6.4,92.64,lima_bean
43.52,59.43,35.11,23.9,57.18,7.21,39.01,lima_bean
47.0,33.44,40.11,27.65,50.19,6.92,62.7,adzuki_bean
37.44,39.88,53.89,27.87,65.21,6.8,55.86,adzuki_bean
21.9,59.85,36.08,22.26,62.29,6.14,105.98,adzuki_bean
23.79,33.47,22.69,28.01,54.26,6.31,101.61,adzuki_bean
46.06,32.07,52.17,24.33,56.2,6.3,66.21,adzuki_bean
113.75,58.13,70.54,17.71,50.65,6.91,134.9,mung_dal
110.38,48.52,78.48,26.13,66.36,7.37,98.6,mung_dal
113.01,70.76,57.35,23.49,71.94,6.54,80.07,mung_dal
80.34,46.02,67.41,19.5,65.24,6.14,131.32,mung_dal
74.51,48.14,56.5,27.36,72.61,6.01,106.14,mung_dal
98.41,44.54,47.68,18.68,78.95,6.43,101.58,urad_dal
100.53,65.88,41.48,17.39,54.78,6.02,128.39,urad_dal
116.11,47.04,74.1,29.46,67.0,5.54,134.55,urad_dal
75.88,64.06,74.69,28.51,64.25,6.23,112.32,urad_dal
76.32,77.73,68.97,17.11,53.92,6.97,142.62,urad_dal
106.54,73.16,77.99,28.97,58.81,7.27,66.19,masoor_dal
78.56,72.27,53.17,23.76,63.65,7.0,65.95,masoor_dal
99.6,45.77,47.01,29.55,65.38,6.01,104.84,masoor_dal
104.33,54.99,77.95,19.75,64.83,6.87,145.96,masoor_dal
131.56,77.48,54.52,25.74,78.75,5.54,146.35,masoor_dal
112.41,73.66,66.49,29.11,74.17,7.08,66.36,toor_dal
108.69,52.37,78.34,20.44,78.43,5.74,135.36,toor_dal
130.04,55.54,76.39,20.89,84.23,6.01,49.93,toor_dal
127.59,49.42,48.42,28.35,82.06,6.76,136.74,toor_dal
123.67,56.25,41.36,28.0,78.81,7.38,91.82,toor_dal
98.91,73.65,68.7,28.15,78.71,7.15,116.83,kulthi
105.44,54.07,64.08,27.2,75.82,6.41,43.01,kulthi
73.65,65.66,65.21,26.87,54.76,6.3,109.11,kulthi
91.96,43.29,46.31,22.75,83.94,7.16,123.95,kulthi
129.29,67.43,71.71,19.79,66.74,6.97,68.67,kulthi
47.5,53.07,51.98,21.99,52.43,6.27,108.88,moth_bean
57.79,55.37,28.98,29.48,67.69,6.97,86.4,moth_bean
56.27,58.97,27.93,27.01,45.06,6.6,68.6,moth_bean
30.41,23.56,34.72,29.47,43.52,7.08,69.16,moth_bean
56.8,38.15,46.94,21.19,61.41,6.29,107.57,moth_bean
51.28,31.52,39.77,21.3,65.69,6.9,119.57,ricebean
31.32,47.09,36.73,24.09,44.38,6.44,53.56,ricebean
44.71,56.29,34.79,26.84,53.74,6.02,41.99,ricebean
32.93,47.72,47.47,27.13,61.25,7.1,53.06,ricebean
23.81,22.35,33.31,22.35,67.25,7.5,114.54,ricebean
58.69,43.93,49.93,20.46,47.61,6.93,57.23,winged_bean
35.79,34.84,58.72,25.6,57.41,6.39,75.34,winged_bean
57.21,55.12,25.28,23.17,55.91,6.21,40.52,winged_bean
21.77,25.11,54.87,28.35,62.43,7.39,55.46,winged_bean
55.08,44.52,50.46,22.64,49.39,7.34,58.4,winged_bean
139.62,70.55,46.05,27.8,73.01,7.1,45.85,bambara_groundnut
80.4,49.19,41.43,18.9,74.71,6.37,149.47,bambara_groundnut
134.9,41.63,54.26,25.64,66.98,6.49,133.04,bambara_groundnut
130.68,44.95,43.74,28.02,56.32,5.84,95.96,bambara_groundnut
89.1,75.64,63.43,23.75,84.01,6.55,102.79,bambara_groundnut
99.15,43.07,70.73,25.15,81.06,5.55,114.94,lupin
117.64,55.77,63.61,29.27,79.29,5.81,48.92,lupin
128.15,66.38,58.16,29.33,70.8,5.51,146.67,lupin
115.93,78.04,53.0,25.97,75.7,7.41,102.61,lupin
84.8,41.95,65.75,19.85,51.94,5.64,144.71,lupin
82.88,45.95,37.12,29.58,75.97,5.68,176.38,quinoa
69.78,61.18,41.4,27.03,69.62,5.74,118.54,quinoa
85.94,62.25,42.4,26.22,53.94,6.83,173.13,quinoa
90.76,49.58,65.42,23.72,66.89,6.35,161.04,quinoa
108.66,54.55,47.36,23.11,51.21,6.18,114.16,quinoa
73.45,57.45,36.2,23.94,68.89,6.55,86.51,buckwheat
86.24,66.29,49.1,19.78,53.83,7.31,174.65,buckwheat
91.39,41.82,31.91,18.92,51.35,5.72,107.99,buckwheat
65.67,56.43,52.74,21.04,57.65,5.66,120.55,buckwheat
66.84,56.46,37.18,20.19,61.79,5.67,180.28,buckwheat
77.86,53.49,48.2,26.04,68.71,6.03,194.68,teff
112.28,37.49,37.4,26.96,68.12,7.24,57.01,teff
92.06,30.23,34.67,20.06,64.31,6.88,179.0,teff
117.95,54.08,49.47,25.42,79.22,6.22,147.81,teff
101.42,45.8,42.11,19.5,50.42,5.72,42.54,teff
118.23,64.36,38.37,25.78,69.49,6.37,140.17,fonio
107.4,37.64,42.04,23.56,64.22,5.54,66.58,fonio
69.15,58.1,68.55,23.66,75.79,6.67,72.21,fonio
94.17,63.35,32.04,18.09,68.91,6.93,196.72,fonio
110.92,59.48,53.83,24.65,58.72,6.47,117.78,fonio
95.46,54.46,57.15,27.8,64.64,6.93,124.53,amaranth_grain
85.32,42.63,32.54,28.71,62.51,6.45,119.17,amaranth_grain
116.34,43.87,57.9,18.25,58.64,5.88,95.02,amaranth_grain
73.93,38.79,66.36,22.07,68.06,7.18,145.11,amaranth_grain
67.87,41.74,58.46,29.52,74.99,6.85,157.53,amaranth_grain
79.8,56.99,58.78,26.71,48.47,7.12,90.04,chia
46.45,32.98,49.23,19.41,52.48,7.49,57.33,chia
50.47,26.88,25.73,30.33,50.71,6.24,104.52,chia
84.72,26.28,27.55,24.03,58.53,6.18,50.17,chia
52.89,38.61,39.21,18.65,66.33,6.4,43.61,chia
74.51,45.62,51.78,27.89,67.8,6.66,71.14,hemp_seed
82.08,29.44,29.24,26.55,63.46,7.42,104.12,hemp_seed
42.1,29.22,50.2,30.19,67.33,6.24,56.29,hemp_seed
62.08,45.24,54.3,19.39,59.41,6.5,42.4,hemp_seed
82.43,42.56,41.63,28.77,47.36,7.21,60.72,hemp_seed
65.25,28.41,39.9,28.57,50.82,7.0,43.65,flax_seed
77.68,41.87,34.13,29.22,52.4,6.61,71.29,flax_seed
82.62,56.78,39.47,18.42,44.37,6.01,102.56,flax_seed
87.18,28.39,37.59,31.75,44.93,6.09,98.33,flax_seed
73.01,50.66,61.1,18.81,58.95,7.07,89.43,flax_seed
106.38,51.83,56.08,25.21,69.38,6.11,121.7,mustard_greens
133.65,40.32,51.19,22.92,82.22,6.9,89.08,mustard_greens
84.36,61.78,71.53,24.78,74.41,7.28,125.97,mustard_greens
98.32,47.89,52.06,15.55,61.71,6.95,121.41,mustard_greens
78.82,79.68,51.36,16.39,69.31,6.54,123.28,mustard_greens
81.2,41.12,71.86,23.89,58.45,7.05,119.92,turnip_greens
139.09,44.42,42.4,20.59,71.94,6.21,45.25,turnip_greens
115.57,44.99,51.92,26.05,65.86,7.47,128.59,turnip_greens
139.23,62.62,75.77,24.42,68.67,6.69,78.54,turnip_greens
89.92,71.39,68.59,25.09,75.0,6.54,67.24,turnip_greens
