N,P,K,temperature,humidity,ph,rainfall,label,season,month,state
64.48,29.13,36.94,29.61,66.14,6.77,84.39,soybean,Kharif,10,MH
104.83,64.69,35.72,27.67,80.43,6.36,75.75,soybean,Kharif,6,KA
60.05,36.91,28.46,25.58,81.87,6.18,76.62,soybean,Kharif,8,UP
43.62,23.94,31.68,27.94,72.6,6.74,68.32,soybean,Kharif,9,UP
29.61,69.1,61.27,30.9,64.69,6.97,64.16,soybean,Kharif,9,RJ
71.04,59.52,22.93,24.51,57.61,6.89,110.97,soybean,Kharif,10,MH
30.11,45.17,37.95,28.14,75.52,6.47,60.5,soybean,Kharif,9,UP
26.32,43.27,70.9,30.71,77.24,6.39,94.98,soybean,Kharif,7,UP
97.19,48.72,34.31,28.1,85.7,6.61,111.24,soybean,Kharif,10,MP
66.07,64.51,46.15,30.02,79.6,6.9,61.78,soybean,Kharif,9,MH
107.51,46.37,42.57,25.25,78.57,6.37,83.38,soybean,Kharif,7,UP
71.31,19.71,71.94,24.64,71.74,6.57,80.38,soybean,Kharif,10,MH
110.92,34.26,59.91,27.46,63.74,6.45,80.98,soybean,Kharif,6,MP
53.86,21.31,70.57,25.41,75.0,6.77,67.27,soybean,Kharif,9,KA
36.22,55.04,36.71,20.75,77.5,6.29,85.97,soybean,Kharif,8,RJ
47.49,57.99,32.11,23.03,62.65,5.96,43.91,pigeonpea,Kharif,7,AP
61.92,52.78,51.81,27.87,71.99,6.78,56.22,pigeonpea,Kharif,10,KA
47.68,65.71,48.13,26.1,61.73,7.31,55.17,pigeonpea,Kharif,9,KA
84.32,38.57,32.1,24.98,50.09,6.58,27.31,pigeonpea,Kharif,9,MP
68.12,21.4,30.88,25.58,65.36,7.11,84.97,pigeonpea,Kharif,9,KA
74.04,56.66,37.57,26.0,76.52,6.34,77.07,pigeonpea,Kharif,6,AP
79.12,59.2,31.2,24.5,59.53,6.17,51.14,pigeonpea,Kharif,9,UP
64.6,26.41,56.35,26.67,77.63,7.2,66.87,pigeonpea,Kharif,8,KA
89.9,33.17,38.13,29.37,54.69,6.13,56.51,pigeonpea,Kharif,8,AP
41.31,44.39,47.0,24.28,72.8,7.16,68.14,pigeonpea,Kharif,6,MH
27.01,35.81,48.34,34.7,75.17,6.1,68.01,pigeonpea,Kharif,6,MH
60.36,50.55,38.48,27.23,60.16,5.98,47.64,pigeonpea,Kharif,7,UP
84.15,16.59,40.44,23.49,71.13,7.14,72.08,pigeonpea,Kharif,9,MH
62.96,22.38,57.31,22.31,55.16,7.39,73.05,pigeonpea,Kharif,9,AP
96.22,37.47,43.28,24.5,63.92,7.1,89.05,pigeonpea,Kharif,10,UP
88.62,25.45,59.79,30.73,57.59,6.62,82.3,pigeonpea,Kharif,7,AP
92.02,27.16,44.23,33.45,71.45,7.53,93.77,pigeonpea,Kharif,6,KA
75.4,48.53,77.9,25.38,73.8,6.67,52.75,pigeonpea,Kharif,10,MH
36.52,46.06,64.93,30.74,64.94,6.19,66.8,pigeonpea,Kharif,6,MH
82.71,16.77,34.33,28.62,55.32,7.16,76.39,pigeonpea,Kharif,8,KA
52.76,54.45,69.0,22.18,65.6,6.19,79.75,pigeonpea,Kharif,8,KA
78.45,69.95,60.32,23.41,55.29,7.18,89.48,pigeonpea,Kharif,6,AP
23.51,26.12,66.95,23.59,69.02,6.3,54.93,pigeonpea,Kharif,8,AP
51.57,61.56,53.38,31.6,65.38,6.45,95.37,pigeonpea,Kharif,8,MH
55.89,74.05,20.4,24.84,77.19,6.55,71.91,pigeonpea,Kharif,10,UP
31.59,30.22,38.21,28.91,63.57,6.94,62.37,pigeonpea,Kharif,6,UP
32.8,22.75,31.91,22.89,65.82,6.72,79.85,pigeonpea,Kharif,10,MH
74.49,50.47,21.44,30.08,68.74,6.37,85.84,pigeonpea,Kharif,7,KA
35.01,46.57,39.53,27.03,65.09,6.72,73.56,pigeonpea,Kharif,8,KA
88.78,34.46,57.14,23.91,70.88,6.55,68.43,pigeonpea,Kharif,6,UP
88.21,22.5,37.2,23.61,73.9,5.9,89.82,pigeonpea,Kharif,10,AP
45.62,50.01,61.01,29.96,65.02,6.64,73.28,pigeonpea,Kharif,8,MP
44.13,18.02,70.05,33.89,63.88,6.72,82.53,pigeonpea,Kharif,7,KA
66.82,28.83,34.66,27.25,70.02,7.45,30.41,pigeonpea,Kharif,9,AP
53.69,37.67,69.42,28.45,64.99,7.13,28.99,pigeonpea,Kharif,7,UP
99.32,32.48,67.16,30.24,73.15,6.24,43.22,pigeonpea,Kharif,7,UP
64.94,62.44,48.83,24.74,76.84,6.87,90.36,pigeonpea,Kharif,8,AP
84.33,73.61,44.13,26.37,81.67,7.1,82.28,pigeonpea,Kharif,9,AP
72.77,29.09,39.34,29.2,74.42,7.02,53.97,pigeonpea,Kharif,8,AP
40.35,47.85,41.95,23.98,75.51,7.35,49.41,pigeonpea,Kharif,6,AP
24.87,71.5,41.06,24.27,61.28,6.04,51.02,pigeonpea,Kharif,8,UP
98.14,62.16,26.45,29.37,68.62,5.7,48.76,pigeonpea,Kharif,6,UP
55.04,28.22,56.72,22.68,62.31,7.03,52.61,pigeonpea,Kharif,10,KA
97.43,38.14,20.59,26.98,62.26,6.24,66.26,pigeonpea,Kharif,8,MH
81.91,40.13,32.54,33.43,56.7,6.89,66.06,pigeonpea,Kharif,7,MP
30.5,21.26,40.29,27.45,57.15,6.11,44.96,pigeonpea,Kharif,8,UP
97.8,43.96,29.92,31.96,62.0,7.31,60.7,pigeonpea,Kharif,9,MP
71.57,58.41,41.2,29.76,71.86,6.19,28.61,pigeonpea,Kharif,7,UP
49.22,41.65,55.5,26.2,66.92,6.53,49.54,pigeonpea,Kharif,8,UP
31.37,37.59,58.69,32.13,71.45,7.25,96.87,pigeonpea,Kharif,7,AP
39.52,20.06,32.12,21.5,65.83,6.91,30.99,pigeonpea,Kharif,6,MH
53.83,26.35,30.27,21.48,75.77,6.08,47.81,pigeonpea,Kharif,6,MH
49.17,22.22,61.94,25.38,83.85,6.46,87.68,pigeonpea,Kharif,9,UP
101.22,61.38,62.36,30.46,70.38,7.15,76.88,pigeonpea,Kharif,8,AP
72.36,47.84,38.13,30.52,57.17,7.38,67.69,pigeonpea,Kharif,7,KA
68.2,43.39,58.71,29.93,66.31,6.06,60.76,pigeonpea,Kharif,6,MH
73.99,51.94,53.53,28.77,74.63,7.53,35.58,pigeonpea,Kharif,9,KA
103.95,12.0,44.97,33.25,75.34,7.1,86.25,pigeonpea,Kharif,9,MH
76.52,46.55,21.74,30.26,74.91,6.52,74.82,pigeonpea,Kharif,7,KA
43.24,55.22,51.71,25.5,68.98,6.41,61.92,pigeonpea,Kharif,6,AP
75.35,47.17,52.07,27.75,72.21,6.1,84.75,pigeonpea,Kharif,9,UP
58.36,66.49,58.77,21.76,64.9,7.0,60.55,pigeonpea,Kharif,10,AP
67.03,43.35,63.88,23.98,58.6,6.2,86.12,pigeonpea,Kharif,7,AP
32.95,45.53,31.37,31.06,60.04,7.04,44.58,pigeonpea,Kharif,8,UP
80.01,39.77,35.48,29.43,71.38,7.09,34.19,pigeonpea,Kharif,10,UP
71.99,53.52,58.42,27.17,65.12,6.7,93.94,pigeonpea,Kharif,7,MP
65.46,66.37,63.13,27.42,54.55,6.28,43.19,pigeonpea,Kharif,9,AP
59.43,50.99,23.69,26.84,55.83,6.34,42.68,pigeonpea,Kharif,9,KA
46.01,30.71,64.2,22.18,69.46,6.21,41.1,pigeonpea,Kharif,8,MH
101.24,42.95,41.3,26.32,77.33,6.09,60.45,pigeonpea,Kharif,6,UP
58.13,36.22,52.25,31.92,71.83,6.47,73.82,pigeonpea,Kharif,8,UP
43.71,63.33,23.78,30.51,66.26,6.8,45.81,pigeonpea,Kharif,6,AP
31.1,30.66,32.81,25.01,57.0,5.92,69.39,pigeonpea,Kharif,10,UP
38.43,53.18,39.96,22.86,64.03,6.29,50.42,pigeonpea,Kharif,10,MH
87.86,66.19,32.08,29.78,68.35,7.35,57.05,pigeonpea,Kharif,9,MH
43.17,71.3,35.66,22.74,57.35,6.69,55.7,pigeonpea,Kharif,8,AP
40.7,65.18,58.29,23.72,58.8,6.45,77.31,pigeonpea,Kharif,7,MH
80.29,29.57,46.96,31.1,64.72,7.07,61.48,pigeonpea,Kharif,7,MH
61.05,36.31,21.02,27.09,54.39,6.3,88.63,pigeonpea,Kharif,7,KA
46.36,25.97,45.26,30.64,64.82,5.89,32.34,pigeonpea,Kharif,7,MH
102.17,63.82,51.19,26.82,61.13,7.71,98.48,pigeonpea,Kharif,9,AP
46.65,35.98,43.68,23.58,69.16,6.83,99.07,pigeonpea,Kharif,7,UP
91.73,23.84,55.88,29.18,73.58,6.5,49.31,pigeonpea,Kharif,9,AP
33.77,42.06,53.29,25.66,73.64,6.44,91.48,pigeonpea,Kharif,7,MH
74.64,23.18,37.39,23.09,60.45,7.01,67.69,pigeonpea,Kharif,9,AP
58.28,46.29,36.2,29.74,73.04,6.29,39.46,pigeonpea,Kharif,8,MP
69.86,33.89,76.51,24.99,69.99,6.23,75.24,pigeonpea,Kharif,10,UP
47.75,30.34,33.26,33.81,61.91,6.38,36.19,pigeonpea,Kharif,9,MH
53.0,43.72,38.72,32.4,73.09,6.79,61.61,pigeonpea,Kharif,9,KA
97.02,64.63,25.99,30.1,76.83,6.54,57.57,pigeonpea,Kharif,10,MH
72.37,52.94,59.94,31.24,75.8,7.51,62.82,pigeonpea,Kharif,9,MP
70.69,28.72,59.45,29.19,76.66,7.38,80.06,pigeonpea,Kharif,8,AP
82.39,44.73,29.75,29.75,61.15,7.05,83.97,pigeonpea,Kharif,6,MH
34.74,28.92,59.58,22.96,72.16,7.51,42.46,pigeonpea,Kharif,10,KA
39.55,18.19,50.73,31.17,64.07,5.92,88.9,pigeonpea,Kharif,9,MH
40.8,37.56,40.53,30.17,71.55,6.43,70.51,pigeonpea,Kharif,8,UP
69.86,22.22,34.91,21.97,70.66,6.95,76.43,pigeonpea,Kharif,7,MH
90.92,67.61,60.27,30.31,74.92,7.2,63.5,pigeonpea,Kharif,10,KA
34.23,45.01,26.82,21.73,60.18,6.68,78.69,pigeonpea,Kharif,7,AP
56.25,46.99,41.92,28.39,57.29,6.03,65.44,pigeonpea,Kharif,8,AP
36.86,51.11,52.97,27.74,59.3,6.56,55.55,pigeonpea,Kharif,10,UP
70.87,76.62,26.84,24.47,55.71,6.41,53.25,pigeonpea,Kharif,9,AP
83.09,28.15,63.26,28.59,72.16,6.17,53.06,pigeonpea,Kharif,6,MH
32.92,62.74,64.21,25.42,84.12,7.07,73.0,pigeonpea,Kharif,6,AP
32.39,27.41,72.73,26.13,73.69,7.2,45.05,pigeonpea,Kharif,9,AP
52.15,39.25,64.76,33.34,72.65,6.23,47.34,pigeonpea,Kharif,8,KA
63.2,64.32,49.56,21.76,57.89,6.36,88.12,pigeonpea,Kharif,7,AP
66.78,25.61,19.91,26.3,61.96,6.72,72.47,pigeonpea,Kharif,8,MH
93.62,40.0,33.47,31.76,75.71,7.62,75.54,pigeonpea,Kharif,10,KA
61.71,14.67,14.79,32.46,77.77,6.06,60.87,pigeonpea,Kharif,6,MP
78.73,60.94,49.87,28.42,79.91,7.18,69.66,pigeonpea,Kharif,6,AP
85.16,33.49,23.61,22.52,72.57,7.32,78.48,pigeonpea,Kharif,9,AP
47.19,68.9,30.12,31.51,74.35,6.96,60.04,pigeonpea,Kharif,10,KA
99.61,44.43,35.02,28.06,70.22,6.0,62.74,pigeonpea,Kharif,10,MH
38.74,19.96,46.53,21.37,72.03,6.43,74.81,pigeonpea,Kharif,6,MP
48.62,63.43,39.47,30.81,60.94,6.49,83.09,pigeonpea,Kharif,7,MP
43.79,47.92,65.89,27.54,62.22,6.88,96.22,pigeonpea,Kharif,10,AP
36.66,37.37,28.83,24.99,77.27,6.35,69.82,pigeonpea,Kharif,8,KA
60.73,28.16,66.75,23.93,79.05,7.1,83.98,pigeonpea,Kharif,9,AP
55.95,33.15,35.93,24.13,66.97,6.3,63.13,pigeonpea,Kharif,8,UP
48.87,53.37,42.41,22.84,65.89,6.72,37.62,pigeonpea,Kharif,10,AP
58.15,28.7,72.53,26.99,70.81,6.91,57.97,pigeonpea,Kharif,9,UP
57.39,30.26,73.92,19.06,75.31,6.89,90.69,pigeonpea,Kharif,6,UP
86.12,32.35,70.6,25.99,74.18,6.7,88.79,pigeonpea,Kharif,8,KA
75.12,42.18,61.37,28.72,56.06,7.57,81.01,pigeonpea,Kharif,8,UP
40.8,64.02,65.54,26.74,64.96,6.13,33.77,pigeonpea,Kharif,8,MP
86.17,28.15,50.08,28.38,82.09,7.24,90.47,pigeonpea,Kharif,8,MP
65.45,57.42,51.0,23.47,70.2,6.75,46.51,pigeonpea,Kharif,9,MH
39.06,28.21,43.09,28.29,78.74,6.59,64.67,pigeonpea,Kharif,7,KA
38.34,45.22,63.47,22.57,77.09,7.04,36.33,pigeonpea,Kharif,9,UP
50.58,59.88,74.59,31.9,65.76,6.09,27.9,pigeonpea,Kharif,10,AP
56.36,47.09,57.12,27.48,52.09,6.87,58.38,pigeonpea,Kharif,7,KA
63.37,51.45,63.46,28.44,65.46,7.35,52.94,pigeonpea,Kharif,8,UP
38.69,57.35,22.41,23.2,72.55,6.71,82.76,pigeonpea,Kharif,6,UP
106.02,14.2,70.63,26.52,66.01,6.65,82.5,pigeonpea,Kharif,6,MP
64.87,40.54,61.85,22.52,52.27,6.42,78.83,pigeonpea,Kharif,6,KA
41.25,65.7,42.72,26.76,65.04,6.03,92.05,pigeonpea,Kharif,9,UP
69.42,57.41,36.47,26.62,72.76,6.32,70.05,pigeonpea,Kharif,10,MH
88.86,60.52,63.11,28.1,77.17,6.35,54.43,pigeonpea,Kharif,10,KA
82.35,29.58,62.82,27.25,66.43,7.38,49.81,pigeonpea,Kharif,7,KA
86.16,35.7,52.23,22.03,62.66,7.75,71.55,pigeonpea,Kharif,6,UP
86.83,33.32,19.91,25.65,74.26,7.57,89.14,pigeonpea,Kharif,6,KA
87.19,65.55,18.4,27.19,74.19,6.43,48.02,pigeonpea,Kharif,7,MP
54.94,21.92,69.37,31.83,80.53,7.07,84.36,pigeonpea,Kharif,8,MP
95.65,24.52,53.18,21.63,79.18,7.16,54.45,pigeonpea,Kharif,6,AP
39.18,39.61,36.11,23.93,63.28,6.36,84.68,pigeonpea,Kharif,8,MP
60.45,42.15,78.29,25.16,74.17,7.35,63.48,pigeonpea,Kharif,9,AP
38.51,29.42,39.48,23.84,70.33,6.84,85.48,pigeonpea,Kharif,8,AP
101.01,24.81,65.61,25.69,74.99,6.7,49.1,pigeonpea,Kharif,7,UP
72.55,18.28,60.51,29.7,76.37,6.9,49.78,pigeonpea,Kharif,8,AP
94.83,49.52,15.71,23.05,71.86,6.32,56.9,pigeonpea,Kharif,9,UP
73.73,47.88,28.37,25.97,61.12,7.08,84.28,pigeonpea,Kharif,7,AP
42.2,47.77,76.75,31.49,69.54,7.04,79.74,pigeonpea,Kharif,6,MH
53.81,52.08,22.17,25.73,74.11,6.61,51.05,pigeonpea,Kharif,6,AP
39.57,57.87,18.71,26.61,85.0,6.47,33.97,pigeonpea,Kharif,10,KA
67.0,50.75,33.18,27.63,73.32,7.35,60.09,pigeonpea,Kharif,10,UP
79.85,46.93,26.03,27.43,76.08,6.74,82.88,pigeonpea,Kharif,6,MP
73.95,51.53,60.59,28.75,60.05,6.61,69.88,pigeonpea,Kharif,9,MH
50.77,36.12,29.88,26.41,69.58,6.65,55.6,pigeonpea,Kharif,9,MH
90.38,41.83,41.09,31.39,76.97,6.32,74.32,pigeonpea,Kharif,6,MP
56.09,48.32,38.98,31.72,59.05,6.4,62.22,pigeonpea,Kharif,9,AP
53.05,43.02,55.94,25.96,59.98,5.98,103.54,pigeonpea,Kharif,7,AP
50.9,26.52,44.36,26.34,55.79,6.26,75.06,pigeonpea,Kharif,8,UP
95.88,33.94,61.84,27.13,59.88,7.11,52.96,pigeonpea,Kharif,7,MP
93.08,36.26,39.19,29.09,70.87,6.76,79.51,pigeonpea,Kharif,7,MH
28.09,62.69,20.79,29.27,62.78,7.36,76.1,pigeonpea,Kharif,9,UP
82.54,18.79,70.72,23.26,62.94,7.43,53.31,pigeonpea,Kharif,6,AP
80.19,47.98,56.87,24.59,59.04,6.32,45.45,pigeonpea,Kharif,6,MP
55.68,17.95,10.0,25.21,66.93,6.73,54.27,pigeonpea,Kharif,6,UP
73.0,20.33,25.63,26.71,70.44,6.27,47.56,pigeonpea,Kharif,8,AP
96.02,38.47,78.96,31.74,64.36,6.98,41.13,pigeonpea,Kharif,6,KA
71.18,43.68,37.2,24.81,71.85,7.22,49.44,pigeonpea,Kharif,6,UP
85.53,59.85,20.14,29.85,78.33,6.9,51.65,pigeonpea,Kharif,9,AP
100.44,41.02,67.32,26.38,62.08,7.13,76.56,pigeonpea,Kharif,10,AP
47.99,55.33,36.68,25.74,57.84,6.7,72.76,pigeonpea,Kharif,10,MH
88.2,59.15,47.16,27.27,68.76,6.49,56.33,pigeonpea,Kharif,9,KA
79.67,61.15,33.62,28.56,53.09,6.95,56.23,pigeonpea,Kharif,6,UP
89.98,57.16,73.12,33.66,67.71,6.88,72.06,pigeonpea,Kharif,10,MP
50.56,44.79,34.62,22.09,78.7,6.96,56.09,pigeonpea,Kharif,6,UP
72.82,23.02,44.71,26.31,55.84,6.11,88.74,pigeonpea,Kharif,7,MH
86.99,24.78,40.0,25.84,60.21,7.32,45.81,pigeonpea,Kharif,8,MP
62.16,33.04,59.47,27.9,67.79,6.11,60.86,pigeonpea,Kharif,6,MH
92.03,43.85,63.95,24.05,56.7,5.76,85.82,pigeonpea,Kharif,9,MP
107.19,22.51,49.12,24.42,63.93,5.9,49.83,pigeonpea,Kharif,9,MP
62.73,73.18,24.94,25.98,59.22,6.74,34.43,pigeonpea,Kharif,9,MH
84.54,59.74,51.89,33.3,69.48,6.58,63.86,pigeonpea,Kharif,8,MH
75.32,63.0,69.68,23.44,72.86,7.05,30.55,pigeonpea,Kharif,6,UP
33.47,24.35,54.38,25.17,68.49,7.12,91.28,pigeonpea,Kharif,10,MH
53.71,63.65,73.61,22.87,63.72,7.47,63.75,pigeonpea,Kharif,7,AP
41.54,39.56,43.81,29.51,54.7,6.13,68.93,pigeonpea,Kharif,6,KA
102.26,56.85,40.97,23.13,69.75,6.73,62.81,pigeonpea,Kharif,8,MH
74.78,58.57,53.86,24.14,83.17,6.01,78.78,pigeonpea,Kharif,6,UP
93.51,35.1,45.22,24.97,68.62,6.44,54.88,pigeonpea,Kharif,7,MP
50.63,49.68,66.31,33.1,57.06,6.58,62.6,pigeonpea,Kharif,8,MH
34.66,30.93,44.42,23.75,65.21,7.8,39.6,pigeonpea,Kharif,10,MH
65.34,17.4,54.61,23.06,66.51,6.8,56.52,pigeonpea,Kharif,6,KA
89.56,61.87,57.47,30.95,57.29,6.13,46.05,pigeonpea,Kharif,8,MP
75.04,36.18,81.78,30.92,64.8,7.0,61.9,pigeonpea,Kharif,6,MP
69.14,58.06,78.63,25.02,67.19,7.27,64.19,pigeonpea,Kharif,8,KA
58.64,34.39,70.75,26.66,65.92,7.34,58.71,pigeonpea,Kharif,7,MP
70.54,27.41,31.94,25.21,62.19,6.65,39.01,green_gram,Kharif,9,KA
28.5,63.02,39.47,32.37,54.62,6.77,88.47,green_gram,Kharif,6,MP
74.06,58.85,54.33,35.38,49.08,6.8,49.27,green_gram,Kharif,8,KA
32.2,29.85,70.85,35.41,63.56,7.27,80.86,green_gram,Kharif,8,KA
29.59,45.31,58.08,29.4,64.8,6.55,76.0,green_gram,Kharif,8,AP
83.27,55.35,53.48,32.48,67.43,7.33,44.95,green_gram,Kharif,7,AP
67.74,20.59,12.81,28.5,58.44,7.05,31.72,green_gram,Kharif,9,AP
56.72,36.27,22.73,26.52,73.13,6.27,85.36,green_gram,Kharif,6,KA
60.79,35.51,45.27,27.87,53.2,6.48,20.78,green_gram,Kharif,8,RJ
39.95,30.71,32.06,26.61,58.92,5.84,67.41,green_gram,Kharif,6,KA
83.55,64.08,59.95,32.01,56.35,6.99,29.98,green_gram,Kharif,6,MP
72.52,42.66,38.32,34.54,72.32,6.15,58.01,green_gram,Kharif,8,AP
31.76,24.19,46.19,35.43,67.39,6.37,76.85,green_gram,Kharif,10,UP
49.13,23.23,34.78,29.46,69.59,6.1,74.03,green_gram,Kharif,9,MP
54.34,55.83,43.75,33.77,63.91,6.24,68.48,green_gram,Kharif,8,MP
69.73,49.62,38.33,34.9,57.75,6.17,44.8,green_gram,Kharif,7,AP
65.07,60.89,53.89,33.7,56.97,6.32,39.48,green_gram,Kharif,6,UP
55.97,25.99,38.33,31.28,55.5,5.92,57.06,green_gram,Kharif,6,AP
74.33,26.31,50.67,27.24,62.74,7.54,71.35,green_gram,Kharif,6,AP
71.08,43.67,26.58,35.12,53.32,6.43,40.04,green_gram,Kharif,7,UP
72.73,20.73,52.71,26.45,61.9,7.37,64.54,green_gram,Kharif,8,UP
62.65,45.88,58.88,29.96,65.03,6.53,61.68,green_gram,Kharif,9,KA
89.56,59.38,20.17,29.7,54.55,6.54,39.17,green_gram,Kharif,8,MP
51.05,51.84,64.78,26.59,62.76,7.11,53.19,green_gram,Kharif,10,KA
68.54,41.24,50.42,33.1,68.05,7.18,50.74,green_gram,Kharif,7,AP
39.32,65.97,26.77,27.28,73.37,6.25,57.02,green_gram,Kharif,9,RJ
84.32,30.03,31.14,32.32,56.25,6.58,64.2,green_gram,Kharif,9,KA
71.53,60.05,32.66,32.34,51.66,6.46,76.51,green_gram,Kharif,10,UP
51.17,18.24,36.48,34.31,66.57,5.93,67.61,green_gram,Kharif,10,RJ
59.89,56.33,47.05,30.23,63.18,7.12,63.89,green_gram,Kharif,7,RJ
42.5,45.4,54.04,27.57,58.25,6.14,67.35,green_gram,Kharif,8,KA
54.97,20.45,25.82,28.03,72.4,5.89,43.51,green_gram,Kharif,6,AP
20.9,53.04,57.74,32.53,65.99,6.22,56.75,green_gram,Kharif,6,RJ
71.39,22.89,27.75,25.73,58.63,6.16,42.38,green_gram,Kharif,9,MP
40.48,58.47,43.59,31.62,66.5,6.72,86.53,green_gram,Kharif,10,KA
66.93,29.82,63.64,27.49,58.58,5.93,38.37,green_gram,Kharif,9,UP
67.17,38.14,40.71,26.62,57.25,7.48,51.55,green_gram,Kharif,7,MP
49.45,13.92,30.84,30.2,62.0,7.27,89.18,green_gram,Kharif,9,UP
74.85,34.46,47.11,24.0,51.0,6.54,48.59,green_gram,Kharif,8,AP
65.88,25.01,37.98,25.07,63.18,6.65,76.54,green_gram,Kharif,8,UP
89.69,53.45,25.58,32.54,51.45,6.3,18.12,green_gram,Kharif,6,UP
39.76,41.98,36.58,29.95,53.53,6.72,56.06,green_gram,Kharif,7,AP
42.24,42.03,75.08,31.65,59.31,7.27,82.73,green_gram,Kharif,10,RJ
79.1,59.07,32.3,31.65,67.97,7.03,66.4,green_gram,Kharif,6,AP
36.02,19.51,50.13,25.31,56.77,6.54,47.0,green_gram,Kharif,9,RJ
55.76,23.64,65.24,31.33,47.57,6.42,75.51,green_gram,Kharif,9,MP
53.85,62.28,33.02,32.39,77.18,6.48,21.09,green_gram,Kharif,8,AP
54.43,41.42,60.79,31.56,63.9,7.1,46.4,green_gram,Kharif,9,KA
52.0,56.65,43.78,31.58,63.61,6.71,64.36,green_gram,Kharif,10,MP
32.69,21.89,46.71,32.16,70.47,6.54,79.7,green_gram,Kharif,8,UP
77.2,22.13,63.13,26.81,51.19,6.22,64.05,green_gram,Kharif,6,MP
31.34,18.84,56.0,29.61,63.54,7.53,70.94,green_gram,Kharif,10,KA
64.58,57.42,32.22,31.77,48.39,7.1,64.14,green_gram,Kharif,8,UP
54.09,38.84,39.79,26.1,62.74,6.83,59.28,green_gram,Kharif,8,RJ
32.38,57.14,36.69,34.27,71.07,6.68,40.87,green_gram,Kharif,9,AP
47.49,49.34,22.24,28.48,70.31,6.72,19.79,green_gram,Kharif,6,MP
48.82,20.45,41.1,28.02,50.65,7.02,67.56,green_gram,Kharif,7,KA
57.19,48.82,30.19,25.4,69.86,6.46,23.24,green_gram,Kharif,8,KA
39.34,35.14,16.67,35.64,62.03,7.45,61.73,green_gram,Kharif,10,KA
49.48,51.31,25.24,27.67,62.83,6.61,72.47,green_gram,Kharif,9,AP
43.29,44.87,48.13,32.35,57.35,7.07,58.87,green_gram,Kharif,9,MP
47.61,52.74,39.31,32.92,60.59,6.74,41.28,green_gram,Kharif,6,UP
78.35,55.06,46.64,34.04,75.62,6.7,67.54,green_gram,Kharif,10,UP
84.68,18.48,60.08,31.04,67.1,7.25,30.51,green_gram,Kharif,9,KA
79.66,17.86,32.22,32.76,65.84,6.76,32.42,green_gram,Kharif,10,UP
57.74,45.95,36.06,28.23,66.31,7.16,75.39,green_gram,Kharif,9,MP
93.21,16.45,23.68,33.4,67.96,7.44,67.77,green_gram,Kharif,7,UP
29.26,56.72,42.53,34.17,64.14,7.38,72.76,green_gram,Kharif,10,AP
66.63,16.69,66.0,36.54,45.21,6.71,55.28,green_gram,Kharif,10,AP
64.77,37.69,61.34,28.62,73.02,6.31,68.88,green_gram,Kharif,8,AP
71.04,66.43,62.27,34.25,57.21,7.41,65.88,green_gram,Kharif,10,UP
79.22,18.03,63.17,30.63,61.27,6.15,34.65,green_gram,Kharif,9,MP
65.04,63.05,62.39,26.09,51.46,7.2,39.51,green_gram,Kharif,8,AP
83.85,35.8,23.7,32.01,52.77,6.72,37.35,green_gram,Kharif,8,KA
79.66,59.67,44.14,31.82,71.51,7.37,71.68,green_gram,Kharif,10,KA
92.3,21.43,52.88,30.53,51.15,6.9,73.55,green_gram,Kharif,8,KA
61.21,32.95,59.2,29.75,58.96,6.79,93.49,green_gram,Kharif,10,UP
79.62,45.54,23.43,32.72,62.85,6.53,58.98,green_gram,Kharif,10,KA
71.14,64.43,63.63,28.93,60.35,6.83,49.67,green_gram,Kharif,8,UP
80.61,27.55,37.01,33.54,66.42,6.1,67.46,green_gram,Kharif,9,AP
75.01,43.16,74.3,28.41,49.44,7.55,24.78,green_gram,Kharif,8,MP
66.77,31.92,38.09,37.07,53.66,7.11,64.24,green_gram,Kharif,6,RJ
66.36,59.63,34.28,25.85,48.91,6.25,39.78,green_gram,Kharif,10,AP
84.94,27.32,53.68,31.17,66.9,6.56,71.35,green_gram,Kharif,7,RJ
40.57,48.29,69.57,32.82,61.88,7.27,78.22,green_gram,Kharif,7,UP
83.73,14.24,29.67,27.4,66.9,6.88,36.05,green_gram,Kharif,7,AP
72.49,56.03,43.66,26.56,72.04,6.2,58.29,green_gram,Kharif,7,RJ
77.83,16.21,62.26,26.21,69.51,6.64,47.57,green_gram,Kharif,10,KA
82.08,54.96,21.33,30.64,54.21,6.13,69.62,green_gram,Kharif,10,UP
31.96,16.45,33.07,33.31,73.34,6.42,88.74,green_gram,Kharif,8,KA
53.76,60.03,44.08,24.36,58.45,7.29,41.98,green_gram,Kharif,8,KA
69.54,19.18,22.9,31.42,67.07,7.43,28.43,green_gram,Kharif,7,RJ
69.7,22.47,30.64,25.01,55.99,5.89,28.55,green_gram,Kharif,10,AP
76.39,38.76,31.01,31.92,70.09,6.62,49.83,green_gram,Kharif,8,MP
65.01,33.43,58.54,26.28,69.91,6.0,50.53,green_gram,Kharif,8,RJ
89.86,52.7,55.8,28.64,55.27,6.75,59.56,green_gram,Kharif,8,RJ
59.98,32.82,61.58,24.58,68.7,6.84,68.29,green_gram,Kharif,10,UP
54.31,13.81,10.56,27.46,50.76,6.77,58.48,green_gram,Kharif,6,MP
66.03,33.03,38.11,31.37,67.24,6.57,27.27,green_gram,Kharif,7,RJ
39.26,47.44,41.91,29.18,72.8,6.48,57.01,green_gram,Kharif,8,RJ
